Satellite ID,Satellite Type,Orbit Type,date time,Frequency Bands,Ground Station ID,Location (Latitude),Location (Longitude)),data,qubit,basis,measurement_result,Communication Protocols,Security Protocols,error_rate,timestamp
63323-353,Earth observation,Sun-synchronous orbit (SSO),3/6/2020,Ka-band,0093-7234,-4.3681626,-39.4035876,88,0,X,1,CCSDS,IPsec,0.18,11/22/2022
0904-6121,astronomical,Sun-synchronous orbit (SSO),9/25/2021,Ka-band,65785-166,-22.3664524,-47.1557087,96,0,X,0,TCP/IP,IPsec,0.38,2/16/2022
67405-671,astronomical,Low Earth orbit (LEO),10/23/2022,Ka-band,11673-656,28.644598,77.069038,49,1,Z,1,AES,QKD,0.43,7/4/2022
50436-3953,navigation,geostationary orbit (GEO),8/28/2021,Ka-band,0179-0103,47.535711,29.4562298,37,1,Z,0,AES,IPsec,0.29,1/3/2022
54868-6146,Earth observation,geostationary orbit (GEO),9/25/2021,Ka-band,0904-6282,20.6213895,105.2775923,17,0,Z,1,AES,IPsec,0.86,8/9/2022
67510-0632,communication,Sun-synchronous orbit (SSO),8/27/2022,UHF,70253-308,28.97844,117.151796,49,0,Z,0,TCP/IP,QKD,0.83,7/6/2022
75921-578,navigation,medium Earth orbit (MEO),11/26/2021,UHF,36987-1468,8.2758676,-70.7659102,5,0,X,0,SLE,QKD,0.06,4/8/2022
0268-6558,navigation,Low Earth orbit (LEO),5/29/2020,UHF,68703-118,42.4865907,26.5331057,34,0,Z,0,TCP/IP,IPsec,0.65,9/26/2022
51138-213,navigation,Low Earth orbit (LEO),10/29/2021,UHF,63783-211,49.3933184,16.6413357,86,0,Z,0,DVB-S2,QKD,0.44,5/13/2022
49288-0046,communication,Sun-synchronous orbit (SSO),4/12/2021,VHF,68387-900,35.9676772,126.7366293,42,0,X,0,AES,IPsec,0.44,7/19/2022
42291-761,navigation,Low Earth orbit (LEO),8/13/2021,VHF,57344-124,31.723247,119.597896,26,0,Z,1,SLE,IPsec,1.0,9/12/2022
57664-851,Earth observation,geostationary transfer orbit (GTO),3/24/2021,VHF,35356-547,-22.65053,-60.129002,77,1,Z,0,TCP/IP,QKD,0.57,6/6/2022
68387-559,Earth observation,medium Earth orbit (MEO),10/11/2020,UHF,50001-111,11.4384457,5.2318879,8,0,Z,1,SLE,QKD,0.08,10/30/2022
67046-240,navigation,Low Earth orbit (LEO),2/2/2020,Ku-band,57520-0023,40.8440444,45.4714491,88,1,X,0,AES,QKD,0.8,3/13/2022
55154-2867,communication,medium Earth orbit (MEO),4/20/2020,Ku-band,63629-3183,50.8310469,34.9528373,85,1,X,1,TCP/IP,IPsec,0.03,11/29/2022
0338-1049,navigation,medium Earth orbit (MEO),2/15/2021,Ku-band,54868-5767,42.0328151,-8.6450785,73,0,X,1,AES,QKD,0.66,7/28/2022
54868-4258,communication,medium Earth orbit (MEO),4/13/2022,UHF,76077-300,-6.6906402,-35.5000999,30,1,X,1,DVB-S2,IPsec,0.58,9/15/2022
57520-0098,Earth observation,geostationary orbit (GEO),1/19/2022,VHF,14783-321,31.411847,108.472893,58,0,X,1,TCP/IP,IPsec,0.32,4/21/2022
0074-2279,astronomical,Low Earth orbit (LEO),9/22/2020,Ku-band,63824-900,-6.3874037,106.8620891,71,0,X,0,CCSDS,IPsec,0.91,12/23/2022
57344-157,Earth observation,geostationary orbit (GEO),9/20/2020,VHF,55714-1504,33.8181422,-117.9009893,28,0,X,0,AES,IPsec,0.24,9/8/2022
13537-430,communication,medium Earth orbit (MEO),3/15/2022,Ka-band,0924-1807,42.88,-78.83,75,0,Z,0,CCSDS,IPsec,0.57,11/10/2022
52125-390,communication,Low Earth orbit (LEO),1/9/2020,Ku-band,21130-664,52.3287247,21.1718237,75,0,Z,0,TCP/IP,IPsec,0.77,9/4/2022
64376-803,communication,geostationary transfer orbit (GTO),7/22/2022,UHF,43063-193,30.741991,121.341969,78,0,Z,0,AES,IPsec,0.48,12/29/2022
50184-1038,astronomical,geostationary transfer orbit (GTO),7/4/2022,Ku-band,54569-0413,3.0062022,34.1114621,21,1,Z,1,TCP/IP,QKD,0.94,12/2/2022
21130-106,navigation,medium Earth orbit (MEO),2/12/2020,Ka-band,36987-1046,56.730693,16.2984317,64,0,X,0,AES,IPsec,0.96,12/29/2022
76354-013,astronomical,geostationary transfer orbit (GTO),3/27/2020,Ku-band,55319-440,53.9384912,36.6848996,36,1,Z,1,DVB-S2,IPsec,0.34,8/21/2022
55316-563,Earth observation,geostationary transfer orbit (GTO),11/29/2020,UHF,49349-006,-7.0543951,108.6131093,27,1,Z,0,AES,QKD,0.3,9/9/2022
55154-6292,navigation,geostationary orbit (GEO),2/23/2022,UHF,42254-170,28.682309,118.244769,73,0,Z,0,SLE,IPsec,0.48,9/12/2022
13537-272,astronomical,Low Earth orbit (LEO),10/9/2021,Ku-band,33261-229,8.2796966,-70.109113,31,1,Z,1,TCP/IP,IPsec,0.02,12/8/2022
37000-720,astronomical,Low Earth orbit (LEO),4/22/2021,UHF,55154-4179,13.8513777,100.5635071,90,0,X,0,SLE,QKD,0.52,6/1/2022
42291-511,Earth observation,medium Earth orbit (MEO),11/3/2020,VHF,29300-137,35.338192,104.198771,77,0,Z,1,CCSDS,QKD,0.48,11/25/2022
68428-731,communication,Sun-synchronous orbit (SSO),3/28/2021,Ku-band,58414-8729,14.0206423,123.2983232,80,0,Z,1,AES,QKD,0.39,11/3/2022
52685-366,communication,medium Earth orbit (MEO),8/18/2021,UHF,69261-001,10.122667,123.540401,76,1,Z,0,AES,IPsec,0.77,7/11/2022
65692-0263,communication,Low Earth orbit (LEO),3/21/2022,VHF,54868-6147,34.751868,107.035769,20,0,Z,0,CCSDS,QKD,0.18,12/12/2022
0378-8628,Earth observation,medium Earth orbit (MEO),6/14/2021,Ka-band,68788-6763,4.9237913,-52.3205637,76,0,Z,0,CCSDS,IPsec,0.67,6/18/2022
55714-4561,navigation,Low Earth orbit (LEO),3/7/2020,Ku-band,98132-876,45.4131077,79.917079,4,1,Z,0,TCP/IP,IPsec,0.51,7/31/2022
68878-118,communication,geostationary orbit (GEO),7/28/2022,Ku-band,59779-116,-6.8739016,-35.4562795,85,1,X,1,AES,IPsec,0.54,7/14/2022
76420-451,navigation,Low Earth orbit (LEO),10/27/2021,Ka-band,0115-2711,57.1785037,14.0676645,81,1,Z,0,TCP/IP,QKD,0.18,8/21/2022
0006-4095,Earth observation,medium Earth orbit (MEO),4/7/2020,VHF,63629-4788,6.6172697,101.4284143,89,1,X,0,DVB-S2,QKD,0.21,3/1/2022
55346-1405,astronomical,geostationary transfer orbit (GTO),9/7/2020,Ka-band,52125-494,49.443994,23.0037506,77,0,Z,0,AES,IPsec,0.86,7/4/2022
63824-450,navigation,Sun-synchronous orbit (SSO),2/16/2020,Ku-band,53808-0203,19.368252,-99.296058,29,0,Z,0,TCP/IP,IPsec,0.32,8/14/2022
48951-8201,astronomical,geostationary transfer orbit (GTO),6/6/2020,VHF,42291-531,60.2931464,25.0326882,46,0,Z,0,TCP/IP,IPsec,0.99,9/1/2022
49614-428,navigation,geostationary orbit (GEO),7/13/2020,UHF,60793-117,31.875572,120.556005,96,1,Z,1,CCSDS,QKD,0.71,2/27/2022
53808-0431,astronomical,geostationary orbit (GEO),12/12/2020,VHF,0703-4636,45.0274234,35.0863723,40,0,X,0,AES,IPsec,0.55,9/18/2022
36987-1273,astronomical,Low Earth orbit (LEO),9/30/2020,Ku-band,58518-010,-8.139894,36.681728,40,0,Z,0,DVB-S2,QKD,0.05,5/16/2022
49349-231,astronomical,medium Earth orbit (MEO),10/26/2020,Ka-band,36800-008,28.1904306,112.9857433,97,0,X,0,CCSDS,QKD,0.38,11/6/2022
49673-424,astronomical,Low Earth orbit (LEO),5/7/2021,Ku-band,30142-198,-7.806698,-77.7174408,95,0,Z,0,TCP/IP,IPsec,0.37,11/26/2022
0603-6346,communication,geostationary orbit (GEO),5/13/2020,Ku-band,65580-645,24.8435589,89.3701078,32,0,Z,1,TCP/IP,IPsec,0.84,11/3/2022
43063-393,navigation,Low Earth orbit (LEO),12/5/2021,Ku-band,52125-618,9.899259,-84.0624815,22,1,X,1,SLE,QKD,0.44,3/7/2022
0363-3450,Earth observation,medium Earth orbit (MEO),6/17/2022,VHF,0264-3112,39.0638705,-108.5506486,49,0,X,0,SLE,QKD,0.23,3/26/2022
48951-3117,communication,geostationary transfer orbit (GTO),3/26/2021,Ku-band,10370-210,-34.2965929,-55.9525652,80,1,Z,1,SLE,QKD,0.07,3/19/2022
15304-4182,communication,medium Earth orbit (MEO),3/8/2022,Ku-band,51079-375,17.8768385,-76.5517132,86,1,Z,0,SLE,IPsec,0.42,4/19/2022
69043-003,Earth observation,medium Earth orbit (MEO),3/17/2022,Ku-band,61703-349,31.294176,121.320622,3,0,X,1,CCSDS,QKD,0.11,4/30/2022
68428-005,communication,Sun-synchronous orbit (SSO),9/1/2021,Ka-band,0173-0794,-28.8676839,31.9160211,34,1,Z,1,CCSDS,IPsec,0.24,8/7/2022
63629-1390,navigation,Sun-synchronous orbit (SSO),6/12/2020,Ka-band,50332-0032,37.4951161,-8.4978441,40,0,Z,0,DVB-S2,QKD,0.04,4/13/2022
51389-253,astronomical,Sun-synchronous orbit (SSO),4/25/2021,VHF,51525-6831,25.221935,102.4976,26,1,X,1,CCSDS,QKD,0.14,8/7/2022
0268-1400,navigation,geostationary transfer orbit (GTO),4/16/2020,VHF,39765-002,36.0750924,44.6199368,99,0,Z,0,SLE,QKD,0.97,5/13/2022
64679-547,astronomical,Low Earth orbit (LEO),8/29/2021,Ka-band,10544-107,40.1632626,44.2935926,15,0,Z,1,AES,IPsec,0.38,3/3/2022
48878-3223,communication,geostationary orbit (GEO),12/22/2021,UHF,55328-900,-8.3568079,114.5806885,41,0,X,0,DVB-S2,IPsec,0.29,8/1/2022
11527-057,navigation,geostationary orbit (GEO),9/10/2021,VHF,35356-054,-14.2576342,-69.1692951,44,0,X,0,AES,IPsec,0.43,1/20/2022
10631-330,communication,Sun-synchronous orbit (SSO),6/17/2020,UHF,49349-209,21.459233,101.564635,68,0,X,1,AES,QKD,0.91,2/1/2022
57344-158,astronomical,geostationary transfer orbit (GTO),2/9/2021,Ku-band,50048-138,22.816884,115.830376,85,1,Z,0,TCP/IP,IPsec,0.76,9/3/2022
30142-546,navigation,Low Earth orbit (LEO),6/14/2020,Ka-band,51389-118,59.3573116,27.4136645,40,0,X,0,TCP/IP,QKD,0.03,12/2/2022
52125-580,navigation,medium Earth orbit (MEO),9/10/2020,Ku-band,10191-1857,45.0454855,39.6498995,42,0,Z,0,TCP/IP,QKD,0.9,11/14/2022
0093-2063,navigation,geostationary orbit (GEO),10/13/2022,Ka-band,0378-3016,34.8959276,35.8866517,25,1,Z,0,CCSDS,IPsec,0.61,12/17/2022
69216-001,navigation,geostationary orbit (GEO),1/16/2022,Ka-band,42571-112,28.133231,106.825301,81,1,X,0,DVB-S2,IPsec,0.63,8/13/2022
37000-679,Earth observation,geostationary orbit (GEO),6/24/2022,UHF,21130-386,47.028397,129.0207931,61,1,X,0,CCSDS,IPsec,0.15,1/11/2022
54868-6146,communication,geostationary orbit (GEO),11/26/2022,VHF,54868-4059,34.477513,107.148314,6,1,Z,1,TCP/IP,IPsec,0.97,3/29/2022
24208-585,navigation,geostationary orbit (GEO),8/12/2021,Ku-band,54879-005,6.8251698,-8.341016,1,0,Z,1,CCSDS,QKD,0.25,1/2/2022
75831-7732,navigation,Low Earth orbit (LEO),1/15/2022,VHF,44117-0002,50.4315612,4.4472854,25,1,X,1,TCP/IP,IPsec,0.13,7/1/2022
54868-1590,Earth observation,geostationary transfer orbit (GTO),1/25/2021,VHF,54868-4171,-7.6746075,112.9475835,59,0,X,0,TCP/IP,IPsec,0.36,1/11/2022
43857-0313,Earth observation,geostationary transfer orbit (GTO),3/9/2020,Ka-band,0378-5052,53.8145,-1.56285,47,0,Z,1,TCP/IP,QKD,0.63,9/8/2022
49852-169,Earth observation,Sun-synchronous orbit (SSO),1/6/2020,VHF,51769-980,10.277766,123.85681,97,0,Z,1,DVB-S2,IPsec,0.31,8/29/2022
54748-402,astronomical,medium Earth orbit (MEO),7/10/2021,Ku-band,0268-1200,44.9532375,17.3583673,8,1,Z,0,CCSDS,IPsec,0.05,12/10/2022
10544-607,navigation,geostationary transfer orbit (GTO),8/3/2020,VHF,0135-0539,-7.8529367,110.3606701,48,0,X,0,CCSDS,QKD,0.5,1/23/2022
13537-520,navigation,Sun-synchronous orbit (SSO),12/5/2020,VHF,68462-464,13.38333,-13.85,90,0,Z,0,DVB-S2,IPsec,0.31,7/10/2022
40085-219,communication,geostationary transfer orbit (GTO),4/21/2022,Ku-band,52747-620,-8.6577711,120.6947522,44,1,X,1,DVB-S2,QKD,0.12,7/6/2022
0942-6479,astronomical,Sun-synchronous orbit (SSO),10/21/2020,Ku-band,63629-4053,-7.114172,107.446012,9,0,Z,0,CCSDS,QKD,0.83,6/7/2022
51079-247,astronomical,geostationary orbit (GEO),10/3/2020,Ku-band,55910-908,-7.2139764,106.8740816,52,1,X,1,DVB-S2,QKD,0.4,9/11/2022
50227-1006,astronomical,geostationary orbit (GEO),12/29/2020,Ku-band,68462-342,30.5383808,72.7017794,26,1,X,1,TCP/IP,IPsec,0.9,8/20/2022
54868-5967,Earth observation,geostationary transfer orbit (GTO),5/7/2022,UHF,63323-459,14.2845667,122.6794094,74,0,Z,0,SLE,QKD,0.64,8/9/2022
50436-3913,astronomical,geostationary transfer orbit (GTO),10/3/2021,UHF,0268-0279,10.465258,16.7337841,78,0,X,0,TCP/IP,IPsec,0.56,5/12/2022
49999-834,communication,geostationary orbit (GEO),3/24/2022,Ka-band,62032-124,22.529403,103.93935,7,1,Z,0,CCSDS,IPsec,0.91,4/19/2022
0085-1136,Earth observation,Low Earth orbit (LEO),9/26/2022,UHF,68788-0504,-6.5096059,108.4543113,28,1,X,0,TCP/IP,IPsec,0.94,11/17/2022
51672-1284,astronomical,geostationary transfer orbit (GTO),5/21/2020,Ka-band,68258-3029,46.747041,-71.459344,6,1,X,1,AES,QKD,0.1,6/4/2022
67877-147,communication,Sun-synchronous orbit (SSO),10/15/2020,Ka-band,53808-0736,30.352893,105.204609,88,1,Z,1,TCP/IP,QKD,0.75,9/18/2022
45737-227,communication,medium Earth orbit (MEO),9/12/2020,Ku-band,55346-0943,54.6950688,20.5041324,31,1,Z,1,AES,IPsec,0.49,10/12/2022
17478-200,navigation,geostationary transfer orbit (GTO),4/5/2022,VHF,68151-0084,29.037007,100.298403,44,1,Z,0,DVB-S2,IPsec,0.27,1/13/2022
57520-1031,Earth observation,Low Earth orbit (LEO),12/6/2022,Ka-band,52533-160,4.4308445,8.941094,58,0,Z,1,DVB-S2,QKD,0.59,10/16/2022
63433-222,astronomical,Low Earth orbit (LEO),4/15/2020,VHF,68016-027,12.2257507,4.3822109,27,0,Z,1,SLE,IPsec,0.6,8/17/2022
10096-0272,communication,geostationary orbit (GEO),5/21/2021,VHF,42507-158,50.1064489,14.5744479,69,1,X,0,SLE,QKD,0.69,5/27/2022
52124-2903,Earth observation,geostationary orbit (GEO),3/12/2022,Ka-band,30014-018,43.3572645,16.9520477,49,0,X,0,DVB-S2,QKD,1.0,5/20/2022
37012-733,communication,Low Earth orbit (LEO),2/22/2020,Ku-band,55292-122,33.347316,120.16366,13,1,X,0,AES,IPsec,0.04,3/14/2022
57955-0065,navigation,Low Earth orbit (LEO),1/6/2022,UHF,0363-0350,61.6972353,33.6201069,91,0,Z,1,SLE,IPsec,0.89,9/23/2022
0268-6638,Earth observation,geostationary transfer orbit (GTO),12/26/2022,VHF,52125-916,35.201931,100.847521,2,0,X,1,DVB-S2,IPsec,0.68,8/10/2022
55319-268,communication,Low Earth orbit (LEO),9/11/2021,UHF,0409-2306,22.948016,113.366904,64,0,X,1,AES,QKD,0.95,8/14/2022
63629-2962,astronomical,geostationary transfer orbit (GTO),7/10/2021,Ka-band,54868-5566,30.856856,104.439763,40,0,Z,0,AES,IPsec,0.1,5/14/2022
55289-463,Earth observation,Sun-synchronous orbit (SSO),10/19/2020,UHF,13537-365,-7.0631844,107.7843483,92,0,X,1,DVB-S2,IPsec,0.8,2/15/2022
53345-012,Earth observation,Sun-synchronous orbit (SSO),3/12/2021,UHF,54569-1990,47.6022755,6.2194418,4,1,X,1,DVB-S2,IPsec,0.56,7/31/2022
52584-796,communication,geostationary transfer orbit (GTO),11/4/2022,Ku-band,43269-762,-9.148289,-78.2809879,68,1,X,1,DVB-S2,IPsec,0.05,11/23/2022
36987-1338,astronomical,geostationary orbit (GEO),3/25/2020,UHF,64125-135,6.9827437,-5.7405139,74,1,Z,1,AES,IPsec,0.95,8/17/2022
65643-329,Earth observation,Low Earth orbit (LEO),12/5/2020,Ku-band,0004-0186,7.9306264,80.7207444,43,1,X,0,SLE,IPsec,0.87,12/10/2022
53808-0687,communication,Sun-synchronous orbit (SSO),4/10/2021,UHF,37000-394,51.7421319,39.1374839,50,0,Z,1,DVB-S2,QKD,0.39,8/23/2022
21695-651,Earth observation,medium Earth orbit (MEO),9/2/2020,VHF,53208-374,39.9320083,66.6503928,72,1,X,0,DVB-S2,IPsec,0.34,4/7/2022
17478-403,astronomical,medium Earth orbit (MEO),10/25/2021,Ku-band,55154-5554,39.9167763,-7.4517472,63,1,X,0,DVB-S2,QKD,0.37,7/10/2022
67457-463,navigation,geostationary orbit (GEO),1/18/2021,VHF,52849-500,3.1158378,98.9952406,42,1,X,1,SLE,IPsec,0.76,8/22/2022
68645-252,Earth observation,Sun-synchronous orbit (SSO),2/17/2020,Ku-band,30142-245,26.0799319,-80.298025,70,0,X,0,SLE,QKD,0.81,12/3/2022
33992-1203,Earth observation,geostationary orbit (GEO),1/20/2022,Ka-band,60429-150,-7.5904342,108.7630664,80,0,Z,0,DVB-S2,IPsec,0.08,7/2/2022
49348-110,astronomical,geostationary transfer orbit (GTO),10/7/2021,Ka-band,43857-0281,55.4747442,40.4084556,13,0,Z,1,CCSDS,QKD,0.25,1/6/2022
55154-1499,navigation,medium Earth orbit (MEO),9/9/2020,UHF,63404-1116,42.0469772,19.8960968,79,1,Z,0,TCP/IP,QKD,0.19,3/21/2022
43269-807,communication,geostationary transfer orbit (GTO),6/18/2021,Ka-band,14060-005,39.600532,116.032938,62,0,X,0,TCP/IP,QKD,0.8,7/17/2022
64117-969,astronomical,geostationary transfer orbit (GTO),12/17/2022,Ka-band,54569-0826,-21.8421051,-47.4710798,29,0,Z,0,TCP/IP,QKD,0.61,12/16/2022
52410-4150,Earth observation,geostationary orbit (GEO),7/26/2022,VHF,65044-1207,-11.9796093,-77.0698281,9,0,Z,0,AES,IPsec,0.95,9/17/2022
16477-306,communication,medium Earth orbit (MEO),1/7/2021,Ka-band,60432-537,46.4005111,-72.2690204,38,1,Z,1,TCP/IP,IPsec,0.65,1/3/2022
41250-808,Earth observation,Sun-synchronous orbit (SSO),7/10/2020,Ku-band,50390-708,-8.50246,119.03867,76,1,X,1,CCSDS,QKD,0.18,11/11/2022
55289-187,navigation,geostationary transfer orbit (GTO),6/22/2021,VHF,49938-101,69.0736487,33.4255804,21,1,X,1,TCP/IP,IPsec,0.35,5/29/2022
52125-279,astronomical,geostationary transfer orbit (GTO),9/25/2021,VHF,43857-0025,49.2706048,-1.6509128,69,0,X,0,TCP/IP,IPsec,0.97,3/29/2022
16590-579,navigation,Low Earth orbit (LEO),6/26/2021,VHF,54575-923,13.816877,121.131952,69,0,X,0,SLE,IPsec,0.36,12/15/2022
24236-110,navigation,Low Earth orbit (LEO),2/28/2021,UHF,0049-4900,38.0294026,-0.6867939,89,0,Z,1,TCP/IP,IPsec,0.12,3/27/2022
48951-3158,Earth observation,geostationary orbit (GEO),9/12/2021,Ka-band,53150-209,6.1413122,6.8029489,71,1,X,0,CCSDS,IPsec,0.12,3/4/2022
49781-094,Earth observation,medium Earth orbit (MEO),9/21/2021,UHF,0363-0404,-15.1632458,19.1612478,75,1,Z,1,CCSDS,QKD,0.4,12/21/2022
49349-624,astronomical,medium Earth orbit (MEO),11/2/2020,VHF,55154-4981,29.972084,106.27613,32,0,X,0,TCP/IP,QKD,0.01,6/10/2022
64725-0170,navigation,geostationary transfer orbit (GTO),3/29/2021,Ku-band,64058-154,11.6818641,122.360249,20,1,X,1,DVB-S2,QKD,0.85,5/6/2022
51367-016,Earth observation,medium Earth orbit (MEO),10/25/2022,VHF,56062-709,10.1081553,106.4405872,23,0,X,0,TCP/IP,IPsec,0.59,7/4/2022
58291-0011,navigation,geostationary orbit (GEO),4/18/2022,Ku-band,65121-682,45.8144238,19.6379551,75,1,Z,1,DVB-S2,QKD,0.03,12/19/2022
63629-4127,astronomical,geostationary transfer orbit (GTO),10/30/2020,VHF,49738-657,29.046809,110.482084,59,1,X,1,CCSDS,IPsec,0.42,11/25/2022
10812-953,astronomical,geostationary orbit (GEO),8/1/2022,VHF,0268-6202,13.513211,122.469352,64,0,X,0,TCP/IP,QKD,0.73,2/11/2022
16714-330,communication,geostationary transfer orbit (GTO),12/7/2022,Ka-band,64980-184,60.053638,29.9846651,49,1,Z,0,AES,QKD,0.15,7/7/2022
55154-1183,navigation,geostationary orbit (GEO),12/6/2021,VHF,60608-013,1.135959,104.020289,18,1,Z,0,AES,QKD,0.65,12/27/2022
60505-3779,Earth observation,medium Earth orbit (MEO),5/26/2021,UHF,50227-2110,26.4434686,43.2545686,43,0,Z,1,TCP/IP,IPsec,0.98,9/25/2022
10056-503,communication,medium Earth orbit (MEO),3/2/2021,Ku-band,60429-172,45.70734,5.534063,7,1,X,1,CCSDS,IPsec,0.12,6/24/2022
68462-222,Earth observation,geostationary transfer orbit (GTO),8/3/2021,VHF,63824-301,50.2036798,19.0197207,97,1,X,1,TCP/IP,IPsec,0.48,8/15/2022
67544-318,Earth observation,Low Earth orbit (LEO),3/23/2020,VHF,52584-308,13.3406743,-86.6220546,68,0,Z,0,TCP/IP,IPsec,0.69,5/15/2022
11086-040,communication,medium Earth orbit (MEO),8/16/2022,Ka-band,49288-0922,-7.0051453,110.4381254,96,1,Z,0,SLE,IPsec,0.3,2/25/2022
68084-593,Earth observation,Low Earth orbit (LEO),4/3/2021,Ku-band,68151-4634,27.820107,105.965695,30,1,X,0,AES,QKD,0.82,10/28/2022
53208-539,astronomical,Sun-synchronous orbit (SSO),10/25/2022,Ku-band,52125-057,32.387233,81.145433,42,1,Z,0,TCP/IP,QKD,0.22,6/24/2022
68169-4059,Earth observation,geostationary transfer orbit (GTO),11/6/2022,VHF,69004-006,-20.2555875,-42.030947,20,1,Z,0,SLE,QKD,0.78,2/20/2022
51060-004,astronomical,Low Earth orbit (LEO),11/28/2022,UHF,63739-059,38.0823988,15.6383202,40,0,Z,0,TCP/IP,IPsec,0.85,2/4/2022
63824-304,astronomical,Low Earth orbit (LEO),11/8/2021,VHF,16590-813,36.2469586,138.8138456,77,1,Z,1,SLE,IPsec,0.8,7/10/2022
67457-486,Earth observation,geostationary transfer orbit (GTO),9/5/2020,VHF,61722-184,21.664044,110.639569,13,1,X,1,AES,IPsec,0.2,9/23/2022
54868-6162,astronomical,geostationary transfer orbit (GTO),9/11/2021,Ka-band,60760-239,38.3089089,-7.7085755,31,1,Z,0,AES,QKD,0.61,7/14/2022
36987-2793,navigation,geostationary transfer orbit (GTO),9/29/2020,VHF,52959-812,17.9618459,-76.5228101,13,1,Z,0,AES,QKD,0.88,4/5/2022
55154-2026,astronomical,geostationary transfer orbit (GTO),1/23/2020,VHF,0268-0622,23.354091,116.681972,87,1,X,0,AES,QKD,0.37,1/29/2022
60505-3295,astronomical,medium Earth orbit (MEO),12/16/2020,UHF,59229-002,49.8719709,19.6028339,26,1,X,0,DVB-S2,QKD,0.54,10/16/2022
60505-3265,astronomical,medium Earth orbit (MEO),12/16/2020,UHF,59229-002,49.8719709,19.6028339,26,1,X,0,DVB-S2,QKD,0.54,10/16/2022
60505-3205,astronomical,medium Earth orbit (MEO),12/16/2020,UHF,59229-002,49.8719709,19.6028339,26,1,X,0,DVB-S2,QKD,0.54,10/16/2022
